id	chr	txStart	txEnd	cdsStart	cdsEnd	strand	txLength	cdsstartrelgene	cdsendrelgene	name	name2	geneSymbol	desc	txcateg	KGcanonicalclusterID	factor_iscoding	meanExp
id_LSR1	chr2	669418	670593	669418	670593	-	1175	1	1175	LSR1	LSR1,snR20	LSR1	U2 snRNA, component of the spliceosome; pairs with the branchpoint sequence; functionally equivalent to mammalian U2 snRNA	ncRNA	clust86	noncoding	409.786875
id_NME1	chr14	594699	595040	594699	595040	+	341	1	341	NME1	NME1,RRP2	NME1	RNA component of RNase MRP, which cleaves pre-rRNA and has a role in cell cycle-regulated degradation of daughter cell-specific mRNAs; human ortholog is implicated in cartilage-hair hypoplasia (CHH)	ncRNA	clust96	noncoding	2.5946875
id_NTS1-2	chr12	458531	459391	458531	459391	-	860	1	860	NTS1-2	NTS1-2,NTS1	NTS1-2	Non-transcribed region of the rDNA repeat located between the 3' ETS and RDN5, required for rDNA repeat expansion	rRNA	clust97	noncoding	7.716875
id_NTS2-1	chr12	457161	458410	457161	458410	-	1249	1	1249	NTS2-1	NTS2-1	NTS2-1	Nontranscribed region of the rDNA repeat, located between RND5 and the 5'ETS; contains RNA polymerase I termination site	rRNA	clust98	noncoding	0.2334375
id_NTS2-2	chr12	466241	467484	466241	467484	-	1243	1	1243	NTS2-2	NTS2-2,NTS2	NTS2-2	Non-transcribed region of the rDNA repeat, located between RDN5 and the 5' ETS	rRNA	clust99	noncoding	10.634375
id_Q0010	chrm	5098	5445	5098	5444	+	347	1	346	Q0010	ORF6	Q0010	Dubious mitochondrial open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the dubious ORF Q0017	CDS	clust105	coding	0.0325
id_Q0017	chrm	5370	5512	5370	5511	+	142	1	141	Q0017	ORF7	Q0017	Dubious mitochondrial open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the dubious ORF Q0010	CDS	clust106	coding	0
id_Q0032	chrm	17721	18012	17721	18011	+	291	1	290	Q0032	ORF8	Q0032	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	CDS	clust107	coding	0
id_Q0045	chrm	19986	33091	19986	33075	+	1620	1	1604	Q0045	COX1,OXI3	Q0045	Subunit I of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain; one of three mitochondrially-encoded subunits	CDS	clust108	coding	6.60125
id_Q0050	chrm	19986	22491	19986	22490	+	2505	1	2504	Q0050	AI1	Q0050	Reverse transcriptase required for splicing of the COX1 pre-mRNA, encoded by a mobile group II intron within the mitochondrial COX1 gene	CDS	clust109	coding	0.84375
id_Q0055	chrm	19986	24999	19986	24998	+	2565	1	2564	Q0055	AI2	Q0055	Reverse transcriptase required for splicing of the COX1 pre-mRNA, encoded by a mobile group II intron within the mitochondrial COX1 gene	CDS	clust110	coding	0
id_Q0060	chrm	19986	26199	19986	26198	+	1247	1	1246	Q0060	AI3	Q0060	Endonuclease I-SceIII, encoded by a mobile group I intron within the mitochondrial COX1 gene	CDS	clust111	coding	0.465625
id_Q0065	chrm	19986	28137	19986	28136	+	1671	1	1670	Q0065	AI4	Q0065	Endonuclease I-SceII, encoded by a mobile group I intron within the mitochondrial COX1 gene; intron is normally spliced by the BI4p maturase but AI4p can mutate to acquire the same maturase activity	CDS	clust112	coding	0.7859375
id_Q0070	chrm	19986	29361	19986	29360	+	1885	1	1884	Q0070	AI5_ALPHA	Q0070	Endonuclease I-SceIV, involved in intron mobility; encoded by a mobile group I intron within the mitochondrial COX1 gene	CDS	clust113	coding	0
id_Q0075	chrm	30560	31625	30560	31624	+	1061	1	1060	Q0075	AI5_BETA	Q0075	Protein of unknown function, encoded within an intron of the mitochondrial COX1 gene; translational initiation codon is predicted to be ATA rather than ATG	CDS	clust114	coding	3.7753125
id_Q0080	chrm	34099	34246	34099	34245	+	147	1	146	Q0080	ATP8,AAP1	Q0080	Subunit 8 of the F0 sector of mitochondrial inner membrane F1-F0 ATP synthase, encoded on the mitochondrial genome	CDS	clust115	coding	0
id_Q0085	chrm	34933	35722	34933	35712	+	789	1	779	Q0085	ATP6,PHO1,OLI4,OLI2	Q0085	Mitochondrially encoded subunit 6 of the F0 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis	CDS	clust116	coding	0.3315625
id_Q0092	chrm	42230	42371	42230	42370	+	141	1	140	Q0092	ORF5	Q0092	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	CDS	clust117	coding	0
id_Q0105	chrm	51365	59332	51365	59331	+	1158	1	1157	Q0105	COB,CYTB,COB1	Q0105	Cytochrome b, mitochondrially encoded subunit of the ubiquinol-cytochrome c reductase complex which includes Cobp, Rip1p, Cyt1p, Cor1p, Qcr2p, Qcr6p, Qcr7p, Qcr8p, Qcr9p, and Qcr10p	CDS	clust118	coding	0.758125
id_Q0110	chrm	51365	54037	51365	54036	+	1789	1	1788	Q0110	BI2	Q0110	Mitochondrial mRNA maturase with a role in splicing, encoded by both exon and intron sequences of partially processed COB mRNA	CDS	clust119	coding	0
id_Q0115	chrm	51365	55731	51365	55730	+	1554	1	1553	Q0115	BI3	Q0115	Mitochondrial mRNA maturase, forms a complex with Mrs1p to mediate splicing of the bI3 intron of the COB gene; encoded by both exon and intron sequences of partially processed COB mRNA	CDS	clust120	coding	0.6
id_Q0120	chrm	51365	57728	51365	57727	+	1914	1	1913	Q0120	BI4	Q0120	Mitochondrial mRNA maturase, forms a complex with Nam2p to mediate splicing of the bI4 intron of the COB gene; encoded by both exon and intron sequences of partially processed COB mRNA	CDS	clust121	coding	0.2621875
id_Q0130	chrm	63579	63810	63579	63809	+	231	1	230	Q0130	OLI1,OLI3,ATP9	Q0130	F0-ATP synthase subunit 9 (ATPase-associated proteolipid), encoded on the mitochondrial genome; mutation confers oligomycin resistance; expression is specifically dependent on the nuclear genes AEP1 and AEP2	CDS	clust122	coding	275.071875
id_Q0140	chrm	66884	68046	66884	68045	+	1162	1	1161	Q0140	VAR1,VARI	Q0140	Mitochondrial ribosomal protein of the small subunit, mitochondrially-encoded; polymorphic in different strains due to variation in number of AAT (asparagine) codons; translated near the mitochondrial inner membrane	CDS	clust123	coding	0.2709375
id_Q0142	chrm	68664	69111	68664	69110	+	447	1	446	Q0142	ORF9	Q0142	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps dubious open reading frame Q0143	CDS	clust124	coding	0.0446875
id_Q0143	chrm	69159	69306	69159	69305	+	147	1	146	Q0143	ORF10	Q0143	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	CDS	clust125	coding	0
id_Q0144	chrm	72064	72399	72064	72398	+	335	1	334	Q0144	Q0144	Q0144	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	CDS	clust126	coding	0
id_Q0160	chrm	80991	81699	80991	81698	+	708	1	707	Q0160	SCEI,OMEGA	Q0160	I-SceI DNA endonuclease, encoded by the mitochondrial group I intron of the 21S_rRNA gene; mediates gene conversion that propagates the intron into intron-less copies of the 21S_rRNA gene	CDS	clust127	coding	24.7734375
id_Q0182	chrm	86057	86429	86057	86428	+	372	1	371	Q0182	ORF11	Q0182	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	CDS	clust128	coding	0
id_Q0250	chrm	95213	95969	95213	95968	+	756	1	755	Q0250	COX2,OXII,OXI1	Q0250	Subunit II of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain; one of three mitochondrially-encoded subunits	CDS	clust129	coding	1.6546875
id_Q0255	chrm	95950	97365	95950	97364	+	1414	1	1413	Q0255	RF1,ORF1	Q0255	Maturase-like protein	CDS	clust130	coding	0.046875
id_Q0275	chrm	101028	101838	101028	101837	+	810	1	809	Q0275	COX3,OXI2	Q0275	Subunit III of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain; one of three mitochondrially-encoded subunits	CDS	clust131	coding	0.5440625
id_Q0297	chrm	114424	114486	114424	114485	+	62	1	61	Q0297	ORF12	Q0297	Dubious open reading frame of the mitochondrial genome; unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene RPM1	CDS	clust132	coding	0
id_R0010W	scplasm1	1255	2527	1255	2526	+	1272	1	1271	R0010W	FLP1	R0010W	Site-specific recombinase encoded on the 2-micron plasmid, required for 2-micron plasmid propagation as part of a plasmid amplification system that compensates for any copy number decreases caused by missegregation events	CDS	clust133	coding	0
id_R0020C	scplasm1	2840	4008	2882	4003	-	1168	6	1126	R0020C	REP1	R0020C	Master regulator that acts in concert with Rep2p to regulate transcript levels of the FLP1 gene that promotes plasmid copy amplification; autoregulates levels of its own transcript	CDS	clust134	coding	804.963125
id_R0030W	scplasm1	4266	4812	4266	4811	+	546	1	545	R0030W	RAF1	R0030W	Anti-repressor that increases 2 micron plasmid copy number by relieving repression of the FLP1 site-specific recombinase caused by the Rep1-Rep2p trascription regulator; also itself repressed by the Rep1p-Rep2p complex	CDS	clust135	coding	381.679375
id_R0040C	scplasm1	6110	7186	6295	7185	-	1076	2	891	R0040C	REP2	R0040C	Master regulator that acts in concert with Rep1p to regulate transcript levels of the FLP1 gene that promotes plasmid copy amplification; also autoregulates levels of its own transcript	CDS	clust136	coding	443.5921875
id_RDN18-1	chr12	454668	456468	454668	456468	-	1800	1	1800	RDN18-1	RDN18-1,RDN18	RDN18-1	18S ribosomal RNA, component of the small (40S) ribosomal subunit; involved in codon recognition by tRNAs or the release factor eRF1 (Sup45p); encoded in the rDNA repeat (RDN1) as part of the 35S primary transcript	ncRNA	clust140	noncoding	5.2
id_RDN18-2	chr12	463748	465548	463748	465548	-	1800	1	1800	RDN18-2	RDN18-2,RDN18	RDN18-2	18S ribosomal RNA, component of the small (40S) ribosomal subunit; involved in codon recognition by tRNAs or the release factor eRF1 (Sup45p); encoded in the rDNA repeat (RDN1) as part of the 35S primary transcript	ncRNA	clust141	noncoding	5.2
id_RDN25-1	chr12	450524	453919	450524	453919	-	3395	1	3395	RDN25-1	RDN25-1,RDN25	RDN25-1	25S ribosomal RNA, component of the large (60S) ribosomal subunit; encoded in the rDNA repeat (RDN1) as part of the 35S primary transcript	ncRNA	clust142	noncoding	1.449375
id_RDN25-2	chr12	459602	462998	459602	462998	-	3396	1	3396	RDN25-2	RDN25-2,RDN25	RDN25-2	25S ribosomal RNA, component of the large (60S) ribosomal subunit; encoded in the rDNA repeat (RDN1) as part of the 35S primary transcript	ncRNA	clust143	noncoding	4.4003125
id_RDN37-1	chr12	450524	456468	450524	456468	-	5353	1	5353	RDN37-1	RDN37-1,RDN37	RDN37-1	35S ribosomal RNA transcript, encoded by the RDN1 locus, that is processed into the 25S, 18S and 5.8S rRNAs (represented by the RDN25, RDN18, and RDN58 loci)	ncRNA	clust144	noncoding	5.1715625
id_RDN37-2	chr12	459602	465548	459602	465548	-	5354	1	5354	RDN37-2	RDN37-2,RDN37	RDN37-2	35S ribosomal RNA transcript, encoded by the RDN1 locus, that is processed into the 25S, 18S and 5.8S rRNAs (represented by the RDN25, RDN18, and RDN58 loci)	ncRNA	clust145	noncoding	44.38375
id_RDN5-1	chr12	458410	458531	458410	458531	+	121	1	121	RDN5-1	RDN5-1,RDN5	RDN5-1	5S ribosomal RNA, component of the large (60S) ribosomal subunit; localized to the nucleolus via interaction with Rpl5p; may play a role in maintenance of translational frame; transcription is mediated by PolIII and activated by TFIIIA	ncRNA	clust146	noncoding	303.900625
id_RDN5-2	chr12	467484	467603	467484	467603	+	119	1	119	RDN5-2	RDN5-2,RDN5	RDN5-2	5S ribosomal RNA, component of the large (60S) ribosomal subunit; localized to the nucleolus via interaction with Rpl5p; may play a role in maintenance of translational frame; transcription is mediated by PolIII and activated by TFIIIA	ncRNA	clust147	noncoding	128.710625
id_RDN5-3	chr12	471136	471255	471136	471255	+	119	1	119	RDN5-3	RDN5-3,RDN5	RDN5-3	5S ribosomal RNA, component of the large (60S) ribosomal subunit; localized to the nucleolus via interaction with Rpl5p; may play a role in maintenance of translational frame; transcription is mediated by PolIII and activated by TFIIIA	ncRNA	clust148	noncoding	0
id_RDN5-4	chr12	480846	480965	480846	480965	+	119	1	119	RDN5-4	RDN5-4,RDN5	RDN5-4	5S ribosomal RNA, component of the large (60S) ribosomal subunit; localized to the nucleolus via interaction with Rpl5p; may play a role in maintenance of translational frame; transcription is mediated by PolIII and activated by TFIIIA	ncRNA	clust149	noncoding	0
id_RDN5-5	chr12	484498	484617	484498	484617	+	119	1	119	RDN5-5	RDN5-5,RDN5	RDN5-5	5S ribosomal RNA, component of the large (60S) ribosomal subunit; localized to the nucleolus via interaction with Rpl5p; may play a role in maintenance of translational frame; transcription is mediated by PolIII and activated by TFIIIA	ncRNA	clust150	noncoding	0
id_RDN5-6	chr12	489427	489548	489427	489548	+	121	1	121	RDN5-6	RDN5-6,RDN5	RDN5-6	5S ribosomal RNA, component of the large (60S) ribosomal subunit; localized to the nucleolus via interaction with Rpl5p; may play a role in maintenance of translational frame; transcription is mediated by PolIII and activated by TFIIIA	ncRNA	clust151	noncoding	303.900625
id_RDN58-1	chr12	454150	454308	454150	454308	-	158	1	158	RDN58-1	RDN58-1,RDN58	RDN58-1	5.8S ribosomal RNA, component of the 60S ribosomal subunit; encoded in the rDNA repeat (RDN1) as part of the 35S primary transcript; 3' end formation involves processing by the exosome complex while 5' end is generated by Kem1p and Rat1p	ncRNA	clust152	noncoding	701.2453125
id_RDN58-2	chr12	463229	463387	463229	463387	-	158	1	158	RDN58-2	RDN58-2,RDN58	RDN58-2	5.8S ribosomal RNA, component of the 60S ribosomal subunit; encoded in the rDNA repeat (RDN1)	ncRNA	clust153	noncoding	701.2453125
id_RNA170	chr13	656694	656882	656694	656882	-	188	1	188	RNA170	RNA170	RNA170	RNA polymerase III transcribed RNA of unknown function	ncRNA	clust154	noncoding	3.30875
id_RPM1	chrm	114160	114554	114160	114554	+	394	1	394	RPM1	RPM1	RPM1	RNA component of mitochondrial RNase P, which also contains the protein subunit Rpm2p; RNase P removes 5' extensions from mitochondrial tRNA precursors; RPM1 is conserved in bacteria, fungi, and protozoa	ncRNA	clust157	noncoding	0
id_RPR1	chr5	121401	121851	121401	121851	-	450	1	450	RPR1	RPR1	RPR1	RNA component of nuclear RNase P, which cleaves tRNA precursors to generate mature 5' ends; may be responsible for recognition of substrate tRNAs	ncRNA	clust158	noncoding	15.484375
id_RUF5-1	chr8	207303	208010	207303	208010	+	707	1	707	RUF5-1	RUF5-1,RUF5	RUF5-1	RNA of Unknown Function	ncRNA	clust159	noncoding	1.0690625
id_RUF5-2	chr8	209298	210005	209298	210005	+	707	1	707	RUF5-2	RUF5-2,RUF5	RUF5-2	RNA of Unknown Function	ncRNA	clust160	noncoding	0.87125
id_SCR1	chr5	455467	455989	455467	455989	+	522	1	522	SCR1	SCR1	SCR1	small cytoplasmic RNA 1	ncRNA	clust161	noncoding	59.2171875
id_SRG1	chr5	332105	332657	332105	332657	+	552	1	552	SRG1	SRG1	SRG1	Non-protein-coding RNA that regulates the transcription of SER3; expression of SRG1 RNA represses expression of its neighboring gene SER3 via a transcription-interference mechanism	ncRNA	clust247	noncoding	62.7403125
id_TLC1	chr2	293273	294585	293273	294585	+	1312	1	1312	TLC1	TLC1,TER1	TLC1	TLC1 RNA contains a template sequence that Est2p uses to add irregular repeats of TG(1-3) residues onto a DNA end; RNA template component of telomerase	ncRNA	clust519	noncoding	39.8928125
id_YAL001C	chr1	156634	160222	156634	160206	-	3498	17	3498	YAL001C	TFC3,TSV115,FUN24	YAL001C	Largest of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauB domain of TFIIIC that binds DNA at the BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding	CDS	clust693	coding	16.4965625
id_YAL002W	chr1	152739	156605	152747	156571	+	3866	9	3832	YAL002W	VPS8,VPT8,FUN15	YAL002W	Membrane-associated protein that interacts with Vps21p to facilitate soluble vacuolar protein localization; component of the CORVET complex; required for localization and trafficking of the CPY sorting receptor; contains RING finger motif	CDS	clust694	coding	3.2890625
id_YAL003W	chr1	151201	152201	151211	152200	+	634	11	633	YAL003W	EFB1,TEF5	YAL003W	Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site	CDS	clust695	coding	523.0940625
id_YAL004W	chr1	149797	150445	149797	150444	+	648	1	647	YAL004W	YAL004W	YAL004W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; completely overlaps verified gene SSA1%2FYAL005C	CDS	clust696	coding	0.020625
id_YAL005C	chr1	148540	150532	148540	150468	-	1992	65	1992	YAL005C	SSA1,YG100	YAL005C	ATPase involved in protein folding and nuclear localization signal (NLS)-directed nuclear transport; member of heat shock protein 70 (HSP70) family; forms a chaperone complex with Ydj1p; localized to the nucleus, cytoplasm, and cell wall	CDS	clust697	coding	942.9346875
id_YAL007C	chr1	146640	147458	146737	147384	-	818	75	721	YAL007C	ERP2	YAL007C	Protein that forms a heterotrimeric complex with Erp1p, Emp24p, and Erv25p; member, along with Emp24p and Erv25p, of the p24 family involved in ER to Golgi transport and localized to COPII-coated vesicles	CDS	clust698	coding	41.6990625
id_YAL008W	chr1	145933	146555	145953	146549	+	622	21	616	YAL008W	FUN14	YAL008W	Mitochondrial protein of unknown function	CDS	clust699	coding	164.72625
id_YAL009W	chr1	144867	145719	144893	145672	+	852	27	805	YAL009W	SPO7	YAL009W	Regulatory subunit of Nem1p-Spo7p phosphatase holoenzyme, which regulates nuclear growth by controlling recruitment of Pah1p onto promoters of phospholipid biosynthetic genes; required for normal nuclear envelope morphology and sporulation	CDS	clust700	coding	35.18
id_YAL010C	chr1	143148	144728	143223	144704	-	1580	25	1505	YAL010C	MDM10,FUN37	YAL010C	Subunit of both the Mdm10-Mdm12-Mmm1 complex and the mitochondrial sorting and assembly machinery (SAM complex); functions in both the general and Tom40p-specific pathways for import and assembly of outer membrane beta-barrel proteins	CDS	clust701	coding	15.5840625
